Family,Species,Genus,Epithet,Author(s),Status,UsageID,Tax source,Reference I,Reference II,Reference III,Hemi,,,
Orchidaceae,Bulbophyllum kubahense,Bulbophyllum,kubahense,J.J.Verm. & A.L.Lamb,accepted,wfo-0000923041,wfo,WCSP (2014),,,,,,
Orchidaceae,Bulbophyllum kupense,Bulbophyllum,kupense,P.J.Cribb & B.J.Pollard,accepted,wfo-0000342028,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum kusaiense,Bulbophyllum,kusaiense,Tuyama,accepted,wfo-0000525170,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum kwangtungense,Bulbophyllum,kwangtungense,Schltr.,accepted,wfo-0000525354,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum labatii,Bulbophyllum,labatii,Bosser,accepted,wfo-0000342029,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum laciniatum,Bulbophyllum,laciniatum,(Barb.Rodr.) Cogn.,accepted,wfo-0000525458,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lacinulosum,Bulbophyllum,lacinulosum,J.J.Sm.,accepted,wfo-0000525660,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum laetum,Bulbophyllum,laetum,J.J.Verm.,accepted,wfo-0000525769,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lagaroglossum,Bulbophyllum,lagaroglossum,J.J.Verm.,accepted,wfo-0000911831,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lagaropetalum,Bulbophyllum,lagaropetalum,J.J.Verm.,,,,,,,,,,
Orchidaceae,Bulbophyllum lagarophyllum,Bulbophyllum,lagarophyllum,J.J.Verm.,,,,,,,,,,
Orchidaceae,Bulbophyllum lageniforme,Bulbophyllum,lageniforme,F.M.Bailey,accepted,wfo-0000525815,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lakatoense,Bulbophyllum,lakatoense,Bosser,accepted,wfo-0000525997,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lambii,Bulbophyllum,lambii,J.J.Verm.,accepted,wfo-0000526101,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lamelluliferum,Bulbophyllum,lamelluliferum,J.J.Sm.,accepted,wfo-0000526202,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lamii,Bulbophyllum,lamii,J.J.Sm.,accepted,wfo-0000526293,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lamingtonense,Bulbophyllum,lamingtonense,D.L.Jones,accepted,wfo-0000526398,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lancifolium,Bulbophyllum,lancifolium,Ames,accepted,wfo-0000526737,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lancilabium,Bulbophyllum,lancilabium,Ames,accepted,wfo-0000526845,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lancipetalum,Bulbophyllum,lancipetalum,Ames,accepted,wfo-0000526951,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lancisepalum,Bulbophyllum,lancisepalum,H.Perrier,accepted,wfo-0000527057,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum languidum,Bulbophyllum,languidum,J.J.Sm.,accepted,wfo-0000527220,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lanuginosum,Bulbophyllum,lanuginosum,J.J.Verm.,accepted,wfo-0000342030,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum laoticum,Bulbophyllum,laoticum,Gagnep.,accepted,wfo-0000527427,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lasianthum,Bulbophyllum,lasianthum,Lindl.,accepted,wfo-0000527530,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lasiochilum,Bulbophyllum,lasiochilum,E.C.Parish & Rchb.f.,accepted,wfo-0000527635,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lasiogaster,Bulbophyllum,lasiogaster,J.J.Verm. & P.O'Byrne,,,wcsp,WCSP (2014),,,,,,
Orchidaceae,Bulbophyllum lasioglossum,Bulbophyllum,lasioglossum,Rolfe ex Ames,accepted,wfo-0000527742,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lasiopetalum,Bulbophyllum,lasiopetalum,Kraenzl.,accepted,wfo-0000527851,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum latibrachiatum,Bulbophyllum,latibrachiatum,J.J.Sm.,accepted,wfo-0000527962,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum latipes,Bulbophyllum,latipes,J.J.Sm.,accepted,wfo-0000528280,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum latipetalum,Bulbophyllum,latipetalum,H.Perrier,accepted,wfo-0000528382,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum latisepalum,Bulbophyllum,latisepalum,Ames & C.Schweinf.,accepted,wfo-0000528485,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum laxiflorum,Bulbophyllum,laxiflorum,(Blume) Lindl.,accepted,wfo-0000528694,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum laxum,Bulbophyllum,laxum,Schltr.,accepted,wfo-0000529014,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leandrianum,Bulbophyllum,leandrianum,H.Perrier,accepted,wfo-0000529155,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lecouflei,Bulbophyllum,lecouflei,Bosser,accepted,wfo-0000529217,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lehmannianum,Bulbophyllum,lehmannianum,Kraenzl.,accepted,wfo-0000529543,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leibergii,Bulbophyllum,leibergii,Ames & Rolfe,accepted,wfo-0000529651,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leion,Bulbophyllum,leion,J.J.Verm.,,,,,,,,,,
Orchidaceae,Bulbophyllum lemnifolium,Bulbophyllum,lemnifolium,Schltr.,accepted,wfo-0000529755,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lemniscatoides,Bulbophyllum,lemniscatoides,Rolfe,accepted,wfo-0000529863,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lemniscatum,Bulbophyllum,lemniscatum,C.S.P.Parish ex Hook.f.,accepted,wfo-0000530175,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lemuraeoides,Bulbophyllum,lemuraeoides,H.Perrier,accepted,wfo-0000530380,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lemurense,Bulbophyllum,lemurense,Bosser & P.J.Cribb,accepted,wfo-0000530276,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leniae,Bulbophyllum,leniae,J.J.Verm.,accepted,wfo-0000530486,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leonii,Bulbophyllum,leonii,Kraenzl.,accepted,wfo-0000530595,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leontoglossum,Bulbophyllum,leontoglossum,Schltr.,accepted,wfo-0000530688,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leopardinum,Bulbophyllum,leopardinum,(Wall.) Lindl. ex Wall.,accepted,wfo-0000530769,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lepantense,Bulbophyllum,lepantense,Ames,accepted,wfo-0000530969,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lepanthiflorum,Bulbophyllum,lepanthiflorum,Schltr.,accepted,wfo-0000531078,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leproglossum,Bulbophyllum,leproglossum,J.J.Verm. & A.L.Lamb,accepted,wfo-0000531447,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leptanthum,Bulbophyllum,leptanthum,Hook.f.,accepted,wfo-0000531557,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leptobulbon,Bulbophyllum,leptobulbon,J.J.Verm.,accepted,wfo-0000531775,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leptocaulon,Bulbophyllum,leptocaulon,Kraenzl.,accepted,wfo-0000531830,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leptochlamys,Bulbophyllum,leptochlamys,Schltr.,accepted,wfo-0000531905,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leptoflorum,Bulbophyllum,leptoflorum,P.O'Byrne & P.T.Ong,,,wcsp,WCSP (2019),,,,,,
Orchidaceae,Bulbophyllum leptoglossum,Bulbophyllum,leptoglossum,J.J.Verm. & A.L.Lamb,accepted,wfo-0000834808,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leptoleucum,Bulbophyllum,leptoleucum,Schltr.,accepted,wfo-0000531977,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leptophyllum,Bulbophyllum,leptophyllum,W.Kittr.,accepted,wfo-0000532089,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leptopus,Bulbophyllum,leptopus,Schltr.,accepted,wfo-0000532199,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leptosepalum,Bulbophyllum,leptosepalum,Hook.f.,accepted,wfo-0000532414,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leptostachyum,Bulbophyllum,leptostachyum,Schltr.,accepted,wfo-0000532519,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leptotriche,Bulbophyllum,leptotriche,J.J.Verm.,,,,,,,,,,
Orchidaceae,Bulbophyllum leucorhodum,Bulbophyllum,leucorhodum,Schltr.,accepted,wfo-0000533057,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leucorrhachis,Bulbophyllum,leucorrhachis,(Rolfe) Schltr.,accepted,wfo-0001088422,wfo,WCSP (2014),,,,,,
Orchidaceae,Bulbophyllum leucothyrsus,Bulbophyllum,leucothyrsus,Schltr.,accepted,wfo-0000533152,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum levanae,Bulbophyllum,levanae,Ames,accepted,wfo-0000533257,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum levatii,Bulbophyllum,levatii,Kraenzl.,accepted,wfo-0000533490,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leve,Bulbophyllum,leve,Schltr.,accepted,wfo-0000533807,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum levinei,Bulbophyllum,levinei,Schltr.,accepted,wfo-0000533977,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum levyae,Bulbophyllum,levyae,Garay,,,,,,,,,,
Orchidaceae,Bulbophyllum lewisense,Bulbophyllum,lewisense,B.Gray & D.L.Jones,accepted,wfo-0000534102,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum leysianum,Bulbophyllum,leysianum,Burb.,ambiguous,wfo-0001223175,wfo,WCSP (2019),,,,,,
Orchidaceae,Bulbophyllum leytense,Bulbophyllum,leytense,Ames,accepted,wfo-0000534318,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lichenoides,Bulbophyllum,lichenoides,Schltr.,accepted,wfo-0000534532,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lichenophylax,Bulbophyllum,lichenophylax,Schltr.,accepted,wfo-0000534636,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum ligulatum,Bulbophyllum,ligulatum,W.Kittr.,accepted,wfo-0000534739,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum ligulifolium,Bulbophyllum,ligulifolium,J.J.Sm.,accepted,wfo-0000534849,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lilacinum,Bulbophyllum,lilacinum,Ridl.,accepted,wfo-0000534956,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lilianae,Bulbophyllum,lilianae,Rendle,accepted,wfo-0000535161,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum limbatum,Bulbophyllum,limbatum,Lindl.,accepted,wfo-0000535267,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lindleyanum,Bulbophyllum,lindleyanum,Griff.,accepted,wfo-0000535690,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lineare,Bulbophyllum,lineare,Frapp. ex Cordem.,accepted,wfo-0000535902,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lineariflorum,Bulbophyllum,lineariflorum,J.J.Sm.,accepted,wfo-0000536010,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum linearifolium,Bulbophyllum,linearifolium,King & Pantl.,accepted,wfo-0000536106,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum linearilabium,Bulbophyllum,linearilabium,J.J.Sm.,accepted,wfo-0000536215,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lineariligulatum,Bulbophyllum,lineariligulatum,Schltr.,accepted,wfo-0000536324,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lineatum,Bulbophyllum,lineatum,(Teijsm. & Binn.) J.J.Sm.,accepted,wfo-0000536535,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lineolatum,Bulbophyllum,lineolatum,Schltr.,accepted,wfo-0000536638,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum linggense,Bulbophyllum,linggense,J.J.Sm.,accepted,wfo-0000536747,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lingulatum,Bulbophyllum,lingulatum,Rendle,accepted,wfo-0000536939,wfo,WCSP (2012),Morat et al. (1986),,,,,
Orchidaceae,Bulbophyllum liorhopalon,Bulbophyllum,liorhopalon,J.J.Verm. & A.L.Lamb,,,wcsp,WCSP (2019),,,,,,
Orchidaceae,Bulbophyllum liparidioides,Bulbophyllum,liparidioides,Schltr.,accepted,wfo-0000537151,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lipense,Bulbophyllum,lipense,Ames,accepted,wfo-0000537242,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lissoglossum,Bulbophyllum,lissoglossum,J.J.Verm.,accepted,wfo-0000537307,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lizae,Bulbophyllum,lizae,J.J.Verm.,accepted,wfo-0000537507,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lobbii,Bulbophyllum,lobbii,Lindl.,accepted,wfo-0000537592,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lockii,Bulbophyllum,lockii,Aver. & Averyanova,accepted,wfo-0000807949,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum loherianum,Bulbophyllum,loherianum,(Kraenzl.) Ames,accepted,wfo-0000537910,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lohokii,Bulbophyllum,lohokii,J.J.Verm. & A.L.Lamb,accepted,wfo-0000538015,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lokonense,Bulbophyllum,lokonense,Schltr.,accepted,wfo-0000538119,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lombokense,Bulbophyllum,lombokense,Rysy,,,wcsp,WCSP (2019),,,,,,
Orchidaceae,Bulbophyllum lomsakense,Bulbophyllum,lomsakense,J.J.Verm.,,,,,,,,,,
Orchidaceae,Bulbophyllum lonchophyllum,Bulbophyllum,lonchophyllum,Schltr.,accepted,wfo-0000538306,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum longhutense,Bulbophyllum,longhutense,J.J.Sm.,accepted,wfo-0000538396,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum longibrachiatum,Bulbophyllum,longibrachiatum,Z.H.Tsi,accepted,wfo-0000538454,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum longibracteatum,Bulbophyllum,longibracteatum,Seidenf.,accepted,wfo-0000538553,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum longiflorum,Bulbophyllum,longiflorum,Thouars,accepted,wfo-0000538817,wfo,WCSP (2012),Cadet (1977),,,,,
Orchidaceae,Bulbophyllum longilabre,Bulbophyllum,longilabre,Schltr.,accepted,wfo-0000538924,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum longimucronatum,Bulbophyllum,longimucronatum,Ames & C.Schweinf.,accepted,wfo-0000539034,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum longipedicellatum,Bulbophyllum,longipedicellatum,J.J.Sm.,accepted,wfo-0000539132,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum longipetalum,Bulbophyllum,longipetalum,Pabst,accepted,wfo-0000539544,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum longipetiolatum,Bulbophyllum,longipetiolatum,Ames,accepted,wfo-0000539645,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum longirepens,Bulbophyllum,longirepens,Ridl.,accepted,wfo-0000539879,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum longirostre,Bulbophyllum,longirostre,Schltr.,accepted,wfo-0000539971,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum longiscapum,Bulbophyllum,longiscapum,Rolfe,accepted,wfo-0000540064,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum longisepalum,Bulbophyllum,longisepalum,Rolfe,accepted,wfo-0000540175,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum longissimum,Bulbophyllum,longissimum,(Ridl.) J.J.Sm.,accepted,wfo-0000540569,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum longivagans,Bulbophyllum,longivagans,Carr,accepted,wfo-0000540772,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum longivaginans,Bulbophyllum,longivaginans,H.Perrier,accepted,wfo-0000540871,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lopalanthum,Bulbophyllum,lopalanthum,J.J.Verm.,,,,,,,,,,
Orchidaceae,Bulbophyllum lophoglottis,Bulbophyllum,lophoglottis,(Guillaumin) N.Hallé,accepted,wfo-0000540951,wfo,WCSP (2012),Morat et al. (1986),,,,,
Orchidaceae,Bulbophyllum lophoton,Bulbophyllum,lophoton,J.J.Verm.,accepted,wfo-0000541043,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lordoglossum,Bulbophyllum,lordoglossum,J.J.Verm. & A.L.Lamb,accepted,wfo-0000541127,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lorentzianum,Bulbophyllum,lorentzianum,J.J.Sm.,accepted,wfo-0000541236,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum louisiadum,Bulbophyllum,louisiadum,Schltr.,accepted,wfo-0000541448,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum loxophyllum,Bulbophyllum,loxophyllum,Schltr.,accepted,wfo-0000541665,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum luanii,Bulbophyllum,luanii,Tixier,accepted,wfo-0000541761,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lucidum,Bulbophyllum,lucidum,Schltr.,accepted,wfo-0000541980,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum luciphilum,Bulbophyllum,luciphilum,Stévart,accepted,wfo-0000542194,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum luckraftii,Bulbophyllum,luckraftii,F.Muell.,accepted,wfo-0000542298,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum luederwaldtii,Bulbophyllum,luederwaldtii,Hoehne & Schltr.,accepted,wfo-0000542402,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lumbriciforme,Bulbophyllum,lumbriciforme,J.J.Sm.,accepted,wfo-0000542505,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lundianum,Bulbophyllum,lundianum,Rchb.f. & Warm.,accepted,wfo-0000542612,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lupulinum,Bulbophyllum,lupulinum,Lindl.,accepted,wfo-0000542716,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum luteobracteatum,Bulbophyllum,luteobracteatum,Jum. & H.Perrier,accepted,wfo-0000542819,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum luteopurpureum,Bulbophyllum,luteopurpureum,J.J.Sm.,accepted,wfo-0000543013,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum luteum,Bulbophyllum,luteum,J.J.Verm.,accepted,wfo-0000911832,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lygeron,Bulbophyllum,lygeron,J.J.Verm.,accepted,wfo-0000543054,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lyperocephalum,Bulbophyllum,lyperocephalum,Schltr.,accepted,wfo-0000543151,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lyperostachyum,Bulbophyllum,lyperostachyum,Schltr.,accepted,wfo-0000543258,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum lyriforme,Bulbophyllum,lyriforme,J.J.Verm. & P.O'Byrne,accepted,wfo-0000342031,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum maboroense,Bulbophyllum,maboroense,Schltr.,accepted,wfo-0000543359,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum machupicchuense,Bulbophyllum,machupicchuense,D.E.Benn. & Christenson,accepted,wfo-0000543517,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum macilentum,Bulbophyllum,macilentum,J.J.Verm.,accepted,wfo-0000543624,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum macneiceae,Bulbophyllum,macneiceae,Schuit. & de Vogel,accepted,wfo-0000805485,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum macphersonii,Bulbophyllum,macphersonii,Rupp,accepted,wfo-0000543819,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum macraei,Bulbophyllum,macraei,(Lindl.) Rchb.f.,accepted,wfo-0000544148,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum macranthoides,Bulbophyllum,macranthoides,Kraenzl.,accepted,wfo-0000544475,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum macranthum,Bulbophyllum,macranthum,Lindl.,accepted,wfo-0000544586,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum macrobulbum,Bulbophyllum,macrobulbum,J.J.Sm.,accepted,wfo-0000544800,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum macrocarpum,Bulbophyllum,macrocarpum,Frapp. ex Cordem.,accepted,wfo-0000544908,wfo,WCSP (2012),Cadet (1977),,,,,
Orchidaceae,Bulbophyllum macroceras,Bulbophyllum,macroceras,Barb.Rodr.,accepted,wfo-0000545015,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum macrochilum,Bulbophyllum,macrochilum,Rolfe,accepted,wfo-0000545122,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum macrocoleum,Bulbophyllum,macrocoleum,Seidenf.,accepted,wfo-0000545229,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum macrorhopalon,Bulbophyllum,macrorhopalon,Schltr.,accepted,wfo-0000545548,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum macrorrhinum,Bulbophyllum,macrorrhinum,(P.Royen) J.J.Verm.,,,,,,,,,,
Orchidaceae,Bulbophyllum macrourum,Bulbophyllum,macrourum,Schltr.,accepted,wfo-0000545767,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum maculatum,Bulbophyllum,maculatum,Boxall ex Náves,accepted,wfo-0000545870,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum maculiflorum,Bulbophyllum,maculiflorum,J.J.Verm.,,,,,,,,,,
Orchidaceae,Bulbophyllum magnibracteatum,Bulbophyllum,magnibracteatum,Summerh.,accepted,wfo-0000546289,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum magnum,Bulbophyllum,magnum,J.J.Verm.,,,,,,,,,,
Orchidaceae,Bulbophyllum magnussonianum,Bulbophyllum,magnussonianum,J.J.Verm.,,,,,,,,,,
Orchidaceae,Bulbophyllum mahakamense,Bulbophyllum,mahakamense,J.J.Sm.,accepted,wfo-0000546502,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum maijenense,Bulbophyllum,maijenense,Schltr.,accepted,wfo-0000546716,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum major,Bulbophyllum,major,(Ridl.) P.Royen,accepted,wfo-0000546823,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum makoyanum,Bulbophyllum,makoyanum,(Rchb.f.) Ridl.,accepted,wfo-0000547120,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum malachadenia,Bulbophyllum,malachadenia,Cogn.,accepted,wfo-0000547254,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum maleolens,Bulbophyllum,maleolens,Kraenzl.,accepted,wfo-0000547474,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum malleolabrum,Bulbophyllum,malleolabrum,Carr,accepted,wfo-0000547572,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum mamberamense,Bulbophyllum,mamberamense,J.J.Sm.,accepted,wfo-0000547682,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum manabendrae,Bulbophyllum,manabendrae,D.K.Roy,,,,,,,,,,
Orchidaceae,Bulbophyllum mananjarense,Bulbophyllum,mananjarense,Poiss.,accepted,wfo-0000547789,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum manarae,Bulbophyllum,manarae,Foldats,accepted,wfo-0000547898,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum mandibulare,Bulbophyllum,mandibulare,Rchb.f.,accepted,wfo-0000548005,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum mangenotii,Bulbophyllum,mangenotii,Bosser,accepted,wfo-0000548225,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum manipurense,Bulbophyllum,manipurense,Sath.Kumar & P.C.S.Kumar,accepted,wfo-0000807950,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum manobulbum,Bulbophyllum,manobulbum,Schltr.,accepted,wfo-0000548868,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum maquilingense,Bulbophyllum,maquilingense,Ames & Quisumb.,accepted,wfo-0000548974,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum marginatum,Bulbophyllum,marginatum,Schltr.,accepted,wfo-0000549175,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum marivelense,Bulbophyllum,marivelense,Ames,accepted,wfo-0000549281,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum marknaivei,Bulbophyllum,marknaivei,Cootes,,,,,,,,,,
Orchidaceae,Bulbophyllum marojejiense,Bulbophyllum,marojejiense,H.Perrier,accepted,wfo-0000549388,wfo,WCSP (2012),,,,,,
Orchidaceae,Bulbophyllum marovoense,Bulbophyllum,marovoense,H.Perrier,accepted,wfo-0000549491,wfo,WCSP (2012),,,,,,
